STATEFP,GEOID,NAME,LOGRADE,HIGRADE,Latitiude,Longitude,NCESIDn,BIA_School,BIA
56,5600730,Albany County School District 1,KG,12,41.6655141,-105.7218826,5600730,Contains non-reservation school,
56,5601030,Carbon County School District 1,KG,12,41.6701404,-107.3473386,5601030,Contains non-reservation school,
56,5601090,Big Horn County School District 4,KG,12,44.303732,-107.8189003,5601090,Intersects Reservation,
56,5601260,Sublette County School District 9,KG,12,42.4702137,-110.2065072,5601260,Contains non-reservation school,
56,5601420,Big Horn County School District 1,KG,12,44.6511788,-108.4825924,5601420,Contains non-reservation school,
56,5601460,Big Horn County School District 2,KG,12,44.8645112,-108.1368525,5601460,Contains non-reservation school,
56,5601470,Campbell County School District 1,KG,12,44.1919995,-105.5170141,5601470,Contains non-reservation school,
56,5601700,Carbon County School District 2,KG,12,41.6978908,-106.5616036,5601700,Contains non-reservation school,
56,5601980,Laramie County School District 1,KG,12,41.3214688,-104.9361616,5601980,Contains non-reservation school,
56,5602070,Park County School District 6,KG,12,44.3491549,-109.4725605,5602070,Contains non-reservation school,
56,5602140,Converse County School District 1,KG,12,42.9480914,-105.3036394,5602140,Contains non-reservation school,
56,5602150,Converse County School District 2,KG,12,43.0106848,-105.8615318,5602150,Contains non-reservation school,
56,5602370,Crook County School District 1,KG,12,44.5892657,-104.5672975,5602370,Contains non-reservation school,
56,5602670,Fremont County School District 2,KG,12,43.6273215,-109.5699937,5602670,Intersects Reservation,
56,5602760,Uinta County School District 1,KG,12,41.2811558,-110.801071,5602760,Contains non-reservation school,
56,5602820,Fremont County School District 21,KG,12,43.0665784,-109.0230809,5602820,Intersects Reservation,
56,5602830,Fremont County School District 6,KG,12,43.3367799,-109.1146899,5602830,Intersects Reservation,
56,5602870,Fremont County School District 1,KG,12,42.5510894,-108.3743087,5602870,Intersects Reservation,
56,5602990,Goshen County School District 1,KG,12,42.0724035,-104.3348268,5602990,Contains non-reservation school,
56,5603170,Big Horn County School District 3,KG,12,44.5858205,-107.9395641,5603170,Contains non-reservation school,
56,5603180,Platte County School District 2,KG,12,42.3608531,-104.7388142,5603180,Contains non-reservation school,
56,5603310,Hot Springs County School District 1,KG,12,43.7202092,-108.4350765,5603310,Intersects Reservation,
56,5603770,Johnson County School District 1,KG,12,44.0440477,-106.5885406,5603770,Contains non-reservation school,
56,5604030,Lincoln County School District 1,KG,12,41.9258636,-110.5062464,5604030,Contains non-reservation school,
56,5604060,Lincoln County School District 2,KG,12,42.5937409,-110.830763,5604060,Contains non-reservation school,
56,5604120,Laramie County School District 2,KG,12,41.279187,-104.320617,5604120,Contains non-reservation school,
56,5604230,Niobrara County School District 1,KG,12,43.0364688,-104.4555149,5604230,Contains non-reservation school,
56,5604260,Uinta County School District 6,KG,12,41.4008812,-110.1900529,5604260,Contains non-reservation school,
56,5604380,Park County School District 16,KG,12,44.1066256,-109.0433185,5604380,Contains non-reservation school,
56,5604450,Fremont County School District 14,KG,12,42.9460176,-108.7142014,5604450,Intersects Reservation,
56,5604500,Uinta County School District 4,KG,12,41.2189178,-110.3455708,5604500,Contains non-reservation school,
56,5604510,Natrona County School District 1,KG,12,42.9736019,-106.7650699,5604510,Contains non-reservation school,
56,5604830,Weston County School District 1,KG,12,43.7460962,-104.4499704,5604830,Contains non-reservation school,
56,5604860,Sublette County School District 1,KG,12,42.8697003,-109.7727706,5604860,Intersects Reservation,
56,5605090,Platte County School District 1,KG,12,42.0845323,-104.9922298,5605090,Contains non-reservation school,
56,5605160,Park County School District 1,KG,12,44.9070731,-109.6402088,5605160,Contains non-reservation school,
56,5605220,Fremont County School District 25,KG,12,42.9433502,-108.149694,5605220,Intersects Reservation,
56,5605302,Sweetwater County School District 1,KG,12,41.8347132,-108.545834,5605302,Contains non-reservation school,
56,5605680,Sheridan County School District 3,KG,12,44.7630532,-106.2920446,5605680,Contains non-reservation school,
56,5605690,Sheridan County School District 1,KG,12,44.8072101,-107.3873009,5605690,Intersects Reservation,
56,5605695,Sheridan County School District 2,KG,12,44.7954108,-106.8311202,5605695,Contains non-reservation school,
56,5605700,Fremont County School District 24,KG,12,43.190223,-107.9578793,5605700,Intersects Reservation,
56,5605762,Sweetwater County School District 2,KG,12,41.3775741,-109.3765892,5605762,Contains non-reservation school,
56,5605820,Washakie County School District 2,KG,12,43.8403581,-107.4110338,5605820,Contains non-reservation school,
56,5605830,Teton County School District 1,KG,12,44.0486555,-110.5858253,5605830,Contains non-reservation school,
56,5606090,Weston County School District 7,KG,12,43.9951024,-104.7882557,5606090,Contains non-reservation school,
56,5606240,Washakie County School District 1,KG,12,43.9856772,-108.0488153,5606240,Contains non-reservation school,
56,5699997,School District Not Defined,PK,12,44.7162021,-110.372581,5699997,No School,
8,800001,Cheyenne County School District RE-5,PK,12,38.8363887,-102.3269763,800001,No School,
8,800016,Yuma School District 1,PK,12,40.1246352,-102.6333456,800016,Contains non-reservation school,
8,800017,Wray School District RD-2,PK,12,40.1197393,-102.236356,800017,Contains non-reservation school,
8,800018,Idalia School District RJ-3,PK,12,39.7098238,-102.2731641,800018,No School,
8,800019,Liberty School District J-4,PK,12,39.6773444,-102.622463,800019,No School,
8,801920,Academy School District 20,PK,12,38.9914897,-104.7892297,801920,Contains non-reservation school,
8,801950,Adams County School District 14,PK,12,39.836175,-104.8749334,801950,Contains non-reservation school,
8,801980,Agate School District 300,PK,12,39.3650295,-104.01917,801980,No School,
8,802010,Aguilar Reorganized School District 6,PK,12,37.5488542,-104.4910197,802010,No School,
8,802040,Akron School District R-1,PK,12,40.1413211,-103.2548311,802040,Contains non-reservation school,
8,802070,Alamosa School District RE-11J,PK,12,37.4692166,-105.8289777,802070,Contains non-reservation school,
8,802130,South Conejos School District RE-10,PK,12,37.0878409,-106.1995407,802130,Contains non-reservation school,
8,802190,Archuleta County School District 50-JT,KG,12,37.2648486,-107.0789593,802190,Contains non-reservation school,
8,802220,Arickaree School District R-2,PK,12,39.7469167,-103.0322247,802220,Contains non-reservation school,
8,802260,Arriba-Flagler School District C-20,PK,12,39.3281352,-103.1635083,802260,No School,
8,802280,Aspen School District 1,PK,12,39.1581716,-106.6685596,802280,No School,
8,802310,Ault-Highland School District RE-9,KG,12,40.787793,-104.7749292,802310,Contains non-reservation school,
8,802340,Adams-Arapahoe School District 28J,PK,12,39.7141861,-104.72853,802340,Contains non-reservation school,
8,802370,Platte Canyon School District 1,PK,12,39.4976281,-105.6499586,802370,Contains non-reservation school,
8,802400,Bayfield School District R-10-JT,PK,12,37.4989744,-107.5769734,802400,Intersects Reservation,
8,802430,Bennett School District 29-J,PK,12,39.7454414,-104.4963778,802430,Contains non-reservation school,
8,802460,Bethune School District R-5,PK,12,39.2973708,-102.3967506,802460,Contains non-reservation school,
8,802490,Boulder Valley School District RE-2,PK,12,39.9974059,-105.400915,802490,Contains non-reservation school,
8,802520,Branson Reorganized School District 82,KG,12,37.1687855,-103.8488088,802520,Contains non-reservation school,
8,802550,Briggsdale School District RE-10,KG,12,40.6249825,-104.2870969,802550,No School,
8,802580,Brighton School District 27J,PK,12,39.9379374,-104.7132425,802580,Contains non-reservation school,
8,802610,Brush School District RE-2J,PK,12,40.2409499,-103.5268137,802610,No School,
8,802640,Buena Vista School District R-31,PK,12,38.8367682,-106.2958313,802640,Contains non-reservation school,
8,802670,Burlington School District RE-6J,PK,12,39.3216667,-102.2232314,802670,No School,
8,802700,Byers School District 32J,PK,12,39.8628815,-104.0144084,802700,Contains non-reservation school,
8,802730,Calhan School District RJ-1,PK,12,39.0662376,-104.2791368,802730,Contains non-reservation school,
8,802760,Campo School District RE-6,PK,12,37.064203,-102.5893574,802760,No School,
8,802790,Ca?on City School District RE-1,KG,12,38.5275385,-105.2990143,802790,Contains non-reservation school,
8,802850,Center School District 26-JT,PK,12,37.8283043,-106.1979474,802850,Contains non-reservation school,
8,802880,Cheraw School District 31,PK,12,38.1438813,-103.4926705,802880,No School,
8,802910,Cherry Creek School District 5,PK,12,39.615639,-104.7846505,802910,Contains non-reservation school,
8,802940,Cheyenne Mountain School District 12,PK,12,38.776199,-104.9257621,802940,Contains non-reservation school,
8,803000,Clear Creek School District RE-1,PK,12,39.6894025,-105.6707833,803000,Contains non-reservation school,
8,803030,Plateau Valley School District 50,PK,12,39.2189855,-107.9100166,803030,Contains non-reservation school,
8,803060,Colorado Springs School District 11,PK,12,38.8716965,-104.7965789,803060,Contains non-reservation school,
8,803090,Montezuma-Cortez School District RE-1,PK,12,37.254752,-108.7522496,803090,Contains non-reservation school,
8,803120,Cotopaxi School District RE-3,PK,12,38.4059859,-105.6680308,803120,Contains non-reservation school,
8,803150,Creede Consolidated School District 1,PK,12,37.6514834,-106.9323033,803150,Contains non-reservation school,
8,803180,Cripple Creek-Victor School District RE-1,PK,12,38.7648886,-105.1446164,803180,Contains non-reservation school,
8,803210,Crowley County School District RE-1-J,PK,12,38.3466345,-103.7496089,803210,No School,
8,803240,De Beque School District 49-JT,PK,12,39.4823273,-108.4454039,803240,Contains non-reservation school,
8,803270,Deer Trail School District 26J,PK,12,39.686847,-103.8944437,803270,Contains non-reservation school,
8,803300,Del Norte School District C-7,KG,12,37.6185218,-106.4905693,803300,Contains non-reservation school,
8,803330,Delta County School District 50J,PK,12,38.8396543,-107.8212269,803330,Contains non-reservation school,
8,803360,Denver County School District 1,PK,12,39.7618502,-104.8811054,803360,Contains non-reservation school,
8,803390,Dolores School District RE-4A,PK,12,37.5591767,-108.280395,803390,Contains non-reservation school,
8,803420,Dolores County School District RE-2,PK,12,37.7822083,-108.5816994,803420,Contains non-reservation school,
8,803450,Douglas County School District RE-1,PK,12,39.3383105,-104.9069045,803450,Contains non-reservation school,
8,803480,Durango School District 9-R,PK,12,37.2673798,-107.978434,803480,Contains non-reservation school,
8,803510,Eads School District RE-1,PK,12,38.4252084,-102.9451714,803510,Contains non-reservation school,
8,803540,Eagle County School District RE 50,PK,12,39.7172809,-106.8127214,803540,Contains non-reservation school,
8,803600,Eaton School District RE-2,PK,12,40.5631659,-104.593698,803600,Contains non-reservation school,
8,803630,Edison School District 54-JT,KG,12,38.6010817,-104.0877657,803630,Contains non-reservation school,
8,803690,Elbert School District 200,PK,12,39.2005793,-104.5134453,803690,Contains non-reservation school,
8,803720,Elizabeth School District C-1,PK,12,39.4099523,-104.572923,803720,Contains non-reservation school,
8,803750,Ellicott School District 22,PK,12,38.792768,-104.4305434,803750,No School,
8,803780,Englewood School District 1,PK,12,39.6484452,-104.9918014,803780,Contains non-reservation school,
8,803810,Park School District R-3,PK,12,40.3847437,-105.5863764,803810,Contains non-reservation school,
8,803840,Park County School District RE-2,PK,12,39.0512377,-105.7337002,803840,Contains non-reservation school,
8,803870,Falcon School District 49,PK,12,38.9505645,-104.606425,803870,Contains non-reservation school,
8,803930,Frenchman School District RE-3,PK,12,40.632474,-102.864039,803930,No School,
8,803960,Florence School District RE-2,KG,12,38.3833453,-105.0240817,803960,Contains non-reservation school,
8,803990,Poudre School District R-1,PK,12,40.775796,-105.4880641,803990,Contains non-reservation school,
8,804020,Weld County School District RE-8,PK,12,40.0881719,-104.834486,804020,No School,
8,804050,Fort Morgan School District RE-3,PK,12,40.2503452,-103.8250332,804050,Contains non-reservation school,
8,804080,Fountain School District 8,PK,12,38.6874718,-104.7487761,804080,Contains non-reservation school,
8,804110,Fowler School District R-4J,KG,12,38.0666462,-104.0951701,804110,Contains non-reservation school,
8,804140,Sierra Grande School District R-30,PK,12,37.4352806,-105.4073605,804140,No School,
8,804200,Weld County School District RE-1,PK,12,40.2538894,-104.744333,804200,Contains non-reservation school,
8,804230,Gilpin County School District RE-1,PK,12,39.8243718,-105.5158684,804230,No School,
8,804260,Roaring Fork School District RE-1,PK,12,39.3955458,-107.1093383,804260,Contains non-reservation school,
8,804290,Granada School District RE-1,PK,12,37.9691092,-102.328718,804290,No School,
8,804320,East Grand School District 2,PK,12,40.1161126,-105.8713586,804320,Contains non-reservation school,
8,804350,Mesa County Valley School District 51,PK,12,38.9605378,-108.6804431,804350,Contains non-reservation school,
8,804380,Garfield County School District 16,PK,12,39.5331216,-108.0541622,804380,Contains non-reservation school,
8,804410,Greeley School District 6,PK,12,40.4072405,-104.7009274,804410,Contains non-reservation school,
8,804440,Pawnee School District RE-12,KG,12,40.8698064,-104.2221409,804440,No School,
8,804470,Gunnison Watershed School District RE-1J,PK,12,38.5533625,-106.9382927,804470,Contains non-reservation school,
8,804500,Hanover School District 28,PK,12,38.5997503,-104.4896252,804500,Contains non-reservation school,
8,804530,Harrison School District 2,PK,12,38.7908028,-104.7701773,804530,Contains non-reservation school,
8,804560,Haxtun School District RE-2J,PK,12,40.5876617,-102.59793,804560,Contains non-reservation school,
8,804590,Hayden School District RE-1,PK,12,40.5069191,-107.2392297,804590,Contains non-reservation school,
8,804620,Hinsdale County School District RE-1,PK,12,37.9118541,-107.2564655,804620,Contains non-reservation school,
8,804650,Hoehne Reorganized School District 3,PK,12,37.3757802,-104.1619008,804650,Contains non-reservation school,
8,804680,Holly School District RE-3,PK,12,37.9612677,-102.1449177,804680,Contains non-reservation school,
8,804710,Holyoke School District RE-1J,KG,12,40.5637547,-102.2539564,804710,Contains non-reservation school,
8,804740,Genoa-Hugo School District C-113,PK,12,39.1207811,-103.4286835,804740,Contains non-reservation school,
8,804770,Ignacio School District 11-JT,KG,12,37.0924549,-107.5678312,804770,Intersects Reservation,
8,804800,Jefferson County School District R-1,PK,12,39.5795106,-105.2454623,804800,Contains non-reservation school,
8,804830,Johnstown-Milliken School District RE-5J,PK,12,40.3297397,-104.9031168,804830,Contains non-reservation school,
8,804860,Julesburg School District RE-1,PK,12,40.8732359,-102.1957082,804860,No School,
8,804890,Karval School District RE-23,PK,12,38.7165156,-103.5075664,804890,No School,
8,804920,Keenesburg School District RE-3J,PK,12,40.0968494,-104.4477554,804920,Contains non-reservation school,
8,804950,Platte Valley School District RE-7,PK,12,40.3692176,-104.4609799,804950,Contains non-reservation school,
8,804980,Kim Reorganized School District 88,PK,12,37.3787624,-103.3875742,804980,No School,
8,805010,Kiowa School District C-2,PK,12,39.3696118,-104.3429014,805010,No School,
8,805040,Kit Carson School District R-1,KG,12,38.8380923,-102.8880029,805040,No School,
8,805070,West Grand School District 1-JT,KG,12,40.0455381,-106.3470168,805070,Contains non-reservation school,
8,805100,North Conejos School District RE-1J,KG,12,37.2696102,-106.2623176,805100,Contains non-reservation school,
8,805130,East Otero School District R-1,PK,12,37.7150414,-103.7224451,805130,No School,
8,805160,La Veta School District RE-2,PK,12,37.4723858,-105.0459253,805160,No School,
8,805190,Lake County School District R-1,PK,12,39.2053405,-106.350079,805190,Contains non-reservation school,
8,805220,Lamar School District RE-2,PK,12,37.9306432,-102.567857,805220,Contains non-reservation school,
8,805250,Las Animas School District RE-1,PK,12,37.8517653,-103.2817414,805250,No School,
8,805280,Limon School District RE-4J,PK,12,39.3077142,-103.6952985,805280,No School,
8,805310,Littleton School District 6,PK,12,39.5955539,-104.9895201,805310,Contains non-reservation school,
8,805340,Lone Star School District 101,KG,12,40.3501534,-102.9281145,805340,No School,
8,805370,St. Vrain Valley School District RE 1J,PK,12,40.1711571,-105.1758811,805370,Contains non-reservation school,
8,805400,Thompson School District R-2J,PK,12,40.4028137,-105.1823523,805400,Contains non-reservation school,
8,805460,Mancos School District RE-6,PK,12,37.3574741,-108.2925447,805460,Contains non-reservation school,
8,805490,Manitou Springs School District 14,PK,12,38.9008026,-104.9787095,805490,Contains non-reservation school,
8,805520,Manzanola School District 3J,KG,12,38.0398888,-103.8874534,805520,Contains non-reservation school,
8,805550,Mapleton School District 1,PK,12,39.8331301,-104.9669841,805550,Contains non-reservation school,
8,805580,McClave School District RE-2,PK,12,37.9833553,-102.9035942,805580,Contains non-reservation school,
8,805610,Meeker School District RE1,PK,12,39.9487163,-107.8686826,805610,Contains non-reservation school,
8,805640,Buffalo School District RE-4,KG,12,40.5239285,-103.3883571,805640,No School,
8,805670,Miami-Yoder School District 60-JT,PK,12,38.8264312,-104.0720267,805670,No School,
8,805700,Moffat Consolidated School District 2,PK,12,37.9600195,-105.7544821,805700,Contains non-reservation school,
8,805730,Moffat County School District RE-1,PK,12,40.6163576,-108.2110988,805730,Contains non-reservation school,
8,805760,Monte Vista School District C-8,PK,12,37.4936342,-106.1893961,805760,Contains non-reservation school,
8,805790,Montrose County School District RE-1J,PK,12,38.4514457,-107.9799119,805790,Contains non-reservation school,
8,805820,Lewis-Palmer School District 38,PK,12,39.0861956,-104.8585366,805820,No School,
8,805850,West End School District RE-2,PK,12,38.326008,-108.6757307,805850,Contains non-reservation school,
8,805880,Norwood School District R-2J,PK,12,38.0093735,-108.427326,805880,No School,
8,805910,South Routt School District RE-3,PK,12,40.1580319,-106.84578,805910,Contains non-reservation school,
8,805940,Otis School District R-3,PK,12,40.0538218,-102.8921584,805940,Contains non-reservation school,
8,805970,Ouray School District R-1,PK,12,38.0192623,-107.7436964,805970,Contains non-reservation school,
8,806000,Platte Valley School District RE-3,KG,12,40.8847454,-102.490377,806000,Contains non-reservation school,
8,806030,Plateau School District RE-5,PK,12,40.8754515,-103.2920182,806030,No School,
8,806060,Peyton School District 23-JT,PK,12,39.0590669,-104.4869427,806060,No School,
8,806090,Pritchett School District RE-3,PK,12,37.3564633,-102.9631276,806090,No School,
8,806120,Pueblo City School District 60,PK,12,38.2514996,-104.6435747,806120,Contains non-reservation school,
8,806150,Pueblo County School District 70,PK,12,38.1625211,-104.5738459,806150,Contains non-reservation school,
8,806180,Rangely School District RE-4,PK,12,39.9402205,-108.6653685,806180,Contains non-reservation school,
8,806210,Ridgway School District R-2,PK,12,38.2012215,-107.820295,806210,Contains non-reservation school,
8,806240,Garfield School District RE-2,PK,12,39.6035624,-107.6914306,806240,Contains non-reservation school,
8,806270,Rocky Ford School District R-2,KG,12,38.003602,-103.7588389,806270,Contains non-reservation school,
8,806300,Mountain Valley School District RE-1,KG,12,38.1324118,-106.2972506,806300,No School,
8,806330,Salida School District R-32,PK,12,38.547839,-106.0518097,806330,Contains non-reservation school,
8,806360,Centennial School District R-1,PK,12,37.1368555,-105.4471718,806360,Contains non-reservation school,
8,806390,Sanford School District 6J,PK,12,37.2786043,-105.8081166,806390,Contains non-reservation school,
8,806420,Sangre de Cristo School District RE-22J,PK,12,37.6754256,-105.7627124,806420,Contains non-reservation school,
8,806450,Sargent School District RE-33J,KG,12,37.651013,-106.0985565,806450,Contains non-reservation school,
8,806480,Widefield School District 3,PK,12,38.7561648,-104.6974328,806480,Contains non-reservation school,
8,806510,Hi-Plains School District R-23,PK,12,39.2943894,-102.8203921,806510,Contains non-reservation school,
8,806540,Sheridan School District 2,PK,12,39.6477575,-105.0174566,806540,No School,
8,806570,Silverton School District 1,PK,12,37.7810745,-107.6702566,806570,No School,
8,806600,Big Sandy School District 100J,PK,12,39.0796323,-103.9454038,806600,No School,
8,806630,Springfield School District RE-4,PK,12,37.4295502,-102.6539976,806630,Contains non-reservation school,
8,806660,Steamboat Springs School District RE-2,KG,12,40.6878543,-106.8629944,806660,Contains non-reservation school,
8,806690,Valley School District RE-1,PK,12,40.730786,-103.112288,806690,Contains non-reservation school,
8,806720,Prairie School District RE-11,PK,12,40.795453,-103.77459,806720,Contains non-reservation school,
8,806750,Strasburg School District 31J,PK,12,39.8043495,-104.3051552,806750,Contains non-reservation school,
8,806780,Stratton School District R-4,PK,12,39.283643,-102.5678827,806780,No School,
8,806810,Summit School District RE-1,PK,12,39.5913789,-106.0810912,806810,Contains non-reservation school,
8,806840,Swink School District 33,KG,12,37.9638977,-103.6339068,806840,No School,
8,806870,Telluride School District R-1,KG,12,37.972765,-107.9481907,806870,Contains non-reservation school,
8,806900,Northglenn-Thornton School District 12,PK,12,39.9247561,-104.9911464,806900,Contains non-reservation school,
8,806930,Plainview School District RE-2,KG,12,38.4361952,-102.2460083,806930,Contains non-reservation school,
8,806960,Trinidad School District 1,PK,12,37.1637911,-104.6035462,806960,Contains non-reservation school,
8,806990,Vilas School District RE-5,PK,12,37.3367461,-102.4333782,806990,Contains non-reservation school,
8,807050,North Park School District R-1,PK,12,40.6634319,-106.3292476,807050,Contains non-reservation school,
8,807080,Huerfano School District RE-1,PK,12,37.7168395,-104.9480641,807080,No School,
8,807110,Walsh School District RE-1,PK,12,37.3318054,-102.1743828,807110,No School,
8,807140,Weldon Valley School District RE-20J,PK,12,40.4322461,-104.0330005,807140,Contains non-reservation school,
8,807200,Custer County School District C-1,PK,12,38.1006637,-105.4101323,807200,No School,
8,807230,Westminster School District 50,PK,12,39.8327009,-105.0273739,807230,Contains non-reservation school,
8,807260,Primero Reorganized School District 2,PK,12,37.1079253,-104.9553433,807260,Contains non-reservation school,
8,807290,Wiggins School District RE-50J,PK,12,40.194913,-104.1297177,807290,Contains non-reservation school,
8,807320,Wiley School District RE-13-JT,PK,12,38.1944985,-102.7328577,807320,Contains non-reservation school,
8,807350,Windsor School District RE-4,PK,12,40.5003199,-104.8780189,807350,Contains non-reservation school,
8,807380,Woodland Park School District RE-2,PK,12,38.9934585,-105.1912155,807380,Contains non-reservation school,
8,807410,Woodlin School District R-104,PK,12,39.7640174,-103.5019588,807410,Contains non-reservation school,
55,5500016,Blair-Taylor School District,PK,12,44.2900447,-91.172819,5500016,Contains non-reservation school,
55,5500017,River Ridge School District,PK,12,42.925037,-90.9591289,5500017,Contains non-reservation school,
55,5500030,Abbotsford School District,PK,12,44.9675297,-90.2822683,5500030,Contains non-reservation school,
55,5500056,Gresham School District,KG,12,44.8755032,-88.7977302,5500056,Intersects Reservation,
55,5500058,Chequamegon School District,PK,12,45.9281986,-90.201354,5500058,Contains non-reservation school,
55,5500060,Adams-Friendship Area School District,PK,12,43.9749279,-89.7863688,5500060,Contains non-reservation school,
55,5500061,Chetek-Weyerhaeuser Area School District,PK,12,45.3137815,-91.5716344,5500061,No School,
55,5500120,Albany School District,PK,12,42.7304062,-89.4380687,5500120,Contains non-reservation school,
55,5500150,Algoma School District,PK,12,44.6243267,-87.495679,5500150,Contains non-reservation school,
55,5500180,Alma School District,PK,12,44.3831562,-91.8878276,5500180,Contains non-reservation school,
55,5500210,Alma Center School District,PK,12,44.4860642,-90.9093804,5500210,No School,
55,5500240,Almond-Bancroft School District,PK,12,44.3105251,-89.4235948,5500240,Contains non-reservation school,
55,5500270,Altoona School District,PK,12,44.8032244,-91.3989998,5500270,Contains non-reservation school,
55,5500300,Amery School District,PK,12,45.3202235,-92.399854,5500300,Contains non-reservation school,
55,5500330,Tomorrow River School District,PK,12,44.4453049,-89.3261521,5500330,Contains non-reservation school,
55,5500360,Antigo School District,PK,12,45.1770646,-89.1643695,5500360,Contains non-reservation school,
55,5500390,Appleton Area School District,PK,12,44.2794052,-88.4137937,5500390,Contains non-reservation school,
55,5500420,Arcadia School District,PK,12,44.248582,-91.5310028,5500420,No School,
55,5500450,Argyle School District,PK,12,42.717374,-89.8505592,5500450,Contains non-reservation school,
55,5500510,Ashland School District,PK,12,46.5134188,-90.8242084,5500510,Contains non-reservation school,
55,5500540,Ashwaubenon School District,PK,12,44.4867358,-88.0856163,5500540,Contains non-reservation school,
55,5500570,Athens School District,PK,12,45.0414473,-90.0701783,5500570,No School,
55,5500600,Auburndale School District,PK,12,44.6074835,-89.9793394,5500600,No School,
55,5500630,Augusta School District,PK,12,44.7118118,-91.0960034,5500630,Contains non-reservation school,
55,5500720,Baldwin-Woodville Area School District,PK,12,44.9564144,-92.3182728,5500720,Contains non-reservation school,
55,5500750,Unity School District,PK,12,45.4905805,-92.4354855,5500750,Contains non-reservation school,
55,5500780,Bangor School District,PK,12,43.9106561,-90.961573,5500780,No School,
55,5500810,Baraboo School District,PK,12,43.4782823,-89.7459306,5500810,Contains non-reservation school,
55,5500840,Barneveld School District,PK,12,42.9843085,-89.9138831,5500840,No School,
55,5500870,Barron Area School District,PK,12,45.3460046,-91.8706082,5500870,Contains non-reservation school,
55,5500900,Bayfield School District,PK,12,46.8632457,-90.9011607,5500900,Intersects Reservation,
55,5500960,Beaver Dam School District,PK,12,43.4623952,-88.842563,5500960,Contains non-reservation school,
55,5500990,Belleville School District,PK,12,42.8627105,-89.5256707,5500990,No School,
55,5501020,Belmont Community School District,PK,12,42.7453556,-90.3052377,5501020,No School,
55,5501050,Beloit School District,PK,12,42.5220465,-89.0210718,5501050,Contains non-reservation school,
55,5501080,Beloit Turner School District,PK,12,42.5690095,-89.0896657,5501080,Contains non-reservation school,
55,5501110,Benton School District,PK,12,42.5594143,-90.3699819,5501110,Contains non-reservation school,
55,5501140,Berlin Area School District,PK,12,43.9977566,-88.9668318,5501140,Contains non-reservation school,
55,5501170,Birchwood School District,PK,12,45.6635237,-91.4726085,5501170,Contains non-reservation school,
55,5501230,Wisconsin Heights School District,PK,12,43.1544714,-89.7536407,5501230,Contains non-reservation school,
55,5501260,Black River Falls School District,PK,12,44.2876822,-90.7726802,5501260,Contains non-reservation school,
55,5501310,Pecatonica Area School District,PK,12,42.8249888,-89.9032876,5501310,No School,
55,5501350,Bloomer School District,PK,12,45.1148716,-91.491499,5501350,No School,
55,5501470,Bonduel School District,PK,12,44.7010428,-88.4556626,5501470,Contains non-reservation school,
55,5501500,Boscobel Area School District,PK,12,43.1414295,-90.7217535,5501500,Contains non-reservation school,
55,5501560,Bowler School District,PK,12,44.8747653,-88.9705946,5501560,Contains non-reservation school,
55,5501590,Boyceville Community School District,PK,12,45.0732125,-91.9909561,5501590,Contains non-reservation school,
55,5501680,Brillion School District,PK,12,44.1843012,-88.0788906,5501680,No School,
55,5501740,Brodhead School District,PK,12,42.5917732,-89.3859692,5501740,No School,
55,5501770,Elmbrook School District,PK,12,43.0624067,-88.119946,5501770,Contains non-reservation school,
55,5501800,Brown Deer School District,PK,12,43.1743106,-87.9749998,5501800,No School,
55,5501830,Bruce School District,PK,12,45.5199127,-91.2895183,5501830,No School,
55,5501890,Burlington Area School District,PK,12,42.6783569,-88.2663105,5501890,Contains non-reservation school,
55,5501920,Butternut School District,PK,12,46.0466102,-90.5638476,5501920,No School,
55,5502040,Cadott Community School District,PK,12,44.9699291,-91.1494885,5502040,Contains non-reservation school,
55,5502070,Cambria-Friesland School District,PK,12,43.5609083,-89.1211696,5502070,No School,
55,5502100,Cambridge School District,PK,12,42.984409,-89.0288391,5502100,No School,
55,5502130,Cameron School District,PK,12,45.4127006,-91.6742514,5502130,Contains non-reservation school,
55,5502160,Campbellsport School District,PK,12,43.6632292,-88.27131,5502160,Contains non-reservation school,
55,5502340,Cashton School District,PK,12,43.7655133,-90.7939582,5502340,Contains non-reservation school,
55,5502400,Cassville School District,PK,12,42.7509334,-90.9229845,5502400,Contains non-reservation school,
55,5502430,Cedar Grove-Belgium Area School District,PK,12,43.5509608,-87.8390018,5502430,Contains non-reservation school,
55,5502460,Cedarburg School District,PK,12,43.3159327,-88.0153921,5502460,Contains non-reservation school,
55,5502520,Chilton School District,PK,12,44.0260761,-88.1763118,5502520,No School,
55,5502550,Chippewa Falls Area School District,PK,12,44.9697343,-91.3919398,5502550,Contains non-reservation school,
55,5502580,Clayton School District,PK,12,45.3226069,-92.1637383,5502580,No School,
55,5502610,Clear Lake School District,PK,12,45.2286022,-92.2301007,5502610,No School,
55,5502640,Clinton Community School District,PK,12,42.5775761,-88.8770846,5502640,Contains non-reservation school,
55,5502670,Clintonville School District,PK,12,44.599545,-88.7289162,5502670,Contains non-reservation school,
55,5502700,Cochrane-Fountain City School District,PK,12,44.181899,-91.7139361,5502700,Contains non-reservation school,
55,5502730,Colby School District,PK,12,44.9132279,-90.3126854,5502730,Contains non-reservation school,
55,5502760,Coleman School District,PK,12,45.1066289,-88.0907156,5502760,Contains non-reservation school,
55,5502790,Colfax School District,PK,12,45.0619053,-91.7484734,5502790,Contains non-reservation school,
